rule_no,age,thallium_stress_test,blood_pressure,cholesterol,chest_pain,effective_training_weight,confidence,c0_intercept,c1_age,c2_thallium,c3_blood_pressure,c4_cholesterol,c5_chest_pain
217,elderly,normal,low,low,typical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
218,elderly,normal,low,low,atypical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
219,elderly,normal,low,low,non_anginal,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
220,elderly,normal,low,low,asymptomatic,0.3724,low,-0.0,0.0,0.0,0.0,0.0,0.0
221,elderly,normal,low,medium,typical_angina,0.2325,low,-0.0,0.0,0.0,0.0,0.0,0.0
222,elderly,normal,low,medium,atypical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
223,elderly,normal,low,medium,non_anginal,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
224,elderly,normal,low,medium,asymptomatic,0.7527,low,0.1494511584182857,-0.0001950044782375227,-1.5231588952309175e-10,0.00030690800179622967,-6.222544591366039e-05,3.0604728273206964e-10
225,elderly,normal,low,high,typical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
226,elderly,normal,low,high,atypical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
227,elderly,normal,low,high,non_anginal,0.4409,low,-0.0,0.0,0.0,0.0,0.0,0.0
228,elderly,normal,low,high,asymptomatic,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
229,elderly,normal,medium,low,typical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
230,elderly,normal,medium,low,atypical_angina,0.0267,low,-0.0,0.0,0.0,0.0,0.0,0.0
231,elderly,normal,medium,low,non_anginal,0.1443,low,0.0802870849240401,-7.055247731808024e-05,-8.124941701562504e-11,8.030859107846698e-05,1.57349270719486e-06,-2.8529808206036098e-11
232,elderly,normal,medium,low,asymptomatic,0.2907,low,0.5323610052736427,-0.001241455348181342,-5.564865497643402e-10,0.0009593696650753832,3.0420735547511036e-05,1.1181446500465037e-09
233,elderly,normal,medium,medium,typical_angina,0.581,low,0.33789564529398997,-0.0010890835507939656,-2.2752022609907633e-10,-0.0002131020727860439,-2.2193461636319136e-05,-1.1539831147700137e-09
234,elderly,normal,medium,medium,atypical_angina,0.6407,low,0.03842186495144044,-0.00017098020357766505,-3.094239092684366e-11,-2.5913183067768566e-05,3.0759120704227614e-05,-8.390247323791967e-11
235,elderly,normal,medium,medium,non_anginal,0.2496,low,0.03155214196037674,-0.00013001311021964225,-2.0945829945561292e-11,5.456023472840156e-06,-1.0642484561096916e-05,-7.354889832430388e-12
236,elderly,normal,medium,medium,asymptomatic,0.3161,low,0.22822552383848219,0.0003426111939568435,-2.0984690706858646e-10,-0.00019310710620649348,1.767669239378266e-05,4.2164396378771396e-10
237,elderly,normal,medium,high,typical_angina,0.21,low,0.24999998285015004,6.331112027433139e-11,-2.3232744833723276e-10,9.51417742501843e-12,6.000912032475512e-12,-1.1783653488733977e-09
238,elderly,normal,medium,high,atypical_angina,0.3057,low,0.34405406485955575,-0.0017409178961965463,-3.2668260749477453e-10,0.000446319559503788,0.00017568265683239295,-8.858229047263311e-10
239,elderly,normal,medium,high,non_anginal,0.7243,low,0.09936346530767039,6.043529657304002e-05,-9.530584431317288e-11,0.00010612316688086435,-5.694066578499644e-05,-3.346556297956583e-11
240,elderly,normal,medium,high,asymptomatic,3.0121,high,-0.07178893584417745,0.007169235952258093,-1.92250440169144e-10,-0.0002920418488415582,-0.0002985092621979699,3.862875240219035e-10
241,elderly,normal,high,low,typical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
242,elderly,normal,high,low,atypical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
243,elderly,normal,high,low,non_anginal,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
244,elderly,normal,high,low,asymptomatic,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
245,elderly,normal,high,medium,typical_angina,1.0017,low,-0.0,0.0,0.0,0.0,0.0,0.0
246,elderly,normal,high,medium,atypical_angina,0.3653,low,0.07823485505386997,-0.00041393249958695155,-4.689678958285957e-11,-1.6704300475596632e-05,-1.2007709339073489e-05,-1.2716394956265417e-10
247,elderly,normal,high,medium,non_anginal,0.085,low,0.0,0.0,0.0,-0.0,0.0,0.0
248,elderly,normal,high,medium,asymptomatic,0.1496,low,0.24999997310303337,3.8485190402539196e-11,-2.3232744497948825e-10,4.250327746718598e-11,-3.707053635166994e-13,4.668139574502845e-10
249,elderly,normal,high,high,typical_angina,0.1637,low,0.15942206862539945,2.186001531186341e-05,-1.5483529425770322e-10,5.734065310241651e-05,-6.341332439552743e-06,-7.853249661348675e-10
250,elderly,normal,high,high,atypical_angina,0.05,low,0.0,-0.0,0.0,0.0,0.0,0.0
251,elderly,normal,high,high,non_anginal,1.0867,low,0.0,0.0,0.0,-0.0,-0.0,0.0
252,elderly,normal,high,high,asymptomatic,0.6713,low,0.23785977624477322,-0.00037359967166630375,-1.2225889578503107e-10,-0.0005127371262760626,-7.34891055761293e-05,2.4565397132084984e-10
253,elderly,fixed_defect,low,low,typical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
254,elderly,fixed_defect,low,low,atypical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
255,elderly,fixed_defect,low,low,non_anginal,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
256,elderly,fixed_defect,low,low,asymptomatic,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
257,elderly,fixed_defect,low,medium,typical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
258,elderly,fixed_defect,low,medium,atypical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
259,elderly,fixed_defect,low,medium,non_anginal,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
260,elderly,fixed_defect,low,medium,asymptomatic,0.135,low,0.17230667288744547,0.00012489437068788283,1.2736280777647355e-10,-2.5867200013473634e-11,2.1285369318023937e-05,3.4432067272562246e-10
261,elderly,fixed_defect,low,high,typical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
262,elderly,fixed_defect,low,high,atypical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
263,elderly,fixed_defect,low,high,non_anginal,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
264,elderly,fixed_defect,low,high,asymptomatic,0.0918,low,0.7167249419240801,-0.0002679830525837818,5.019090372590396e-10,4.016805303909513e-05,7.773887392357483e-05,1.3568926459457023e-09
265,elderly,fixed_defect,medium,low,typical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
266,elderly,fixed_defect,medium,low,atypical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
267,elderly,fixed_defect,medium,low,non_anginal,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
268,elderly,fixed_defect,medium,low,asymptomatic,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
269,elderly,fixed_defect,medium,medium,typical_angina,0.09,low,-0.0,0.0,0.0,0.0,0.0,0.0
270,elderly,fixed_defect,medium,medium,atypical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
271,elderly,fixed_defect,medium,medium,non_anginal,0.2093,low,0.49999997601594054,5.259042317360234e-11,3.453451546592081e-10,-1.877045097459635e-11,-1.0100936012945238e-11,-1.631582807715061e-10
272,elderly,fixed_defect,medium,medium,asymptomatic,0.12,low,0.9999998837809576,2.2896350633988996e-10,6.906902817817367e-10,8.264043229578697e-11,-2.530177117784588e-11,1.8672558051684382e-09
273,elderly,fixed_defect,medium,high,typical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
274,elderly,fixed_defect,medium,high,atypical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
275,elderly,fixed_defect,medium,high,non_anginal,0.0133,low,0.49999962255554725,1.735787048592837e-11,3.4534491268719644e-10,-6.448054942965976e-12,2.8451012318123477e-12,-1.6315816648024043e-10
276,elderly,fixed_defect,medium,high,asymptomatic,0.039,low,0.9999997245372364,8.327768498710164e-11,6.906901609106394e-10,-1.1480175240790114e-10,4.9360711255921734e-11,1.8672554798930726e-09
277,elderly,fixed_defect,high,low,typical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
278,elderly,fixed_defect,high,low,atypical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
279,elderly,fixed_defect,high,low,non_anginal,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
280,elderly,fixed_defect,high,low,asymptomatic,0.1195,low,0.7499999053892437,8.066899970736554e-11,5.180177073623711e-10,1.5274004584553405e-10,-3.7994132404423714e-11,1.4004418462422348e-09
281,elderly,fixed_defect,high,medium,typical_angina,0.09,low,-0.0,0.0,0.0,0.0,0.0,0.0
282,elderly,fixed_defect,high,medium,atypical_angina,0.2567,low,0.4999999577212718,1.387627263427291e-10,3.4534515396774816e-10,8.908849459496324e-11,-6.767125314280578e-13,-1.2599444992702727e-09
283,elderly,fixed_defect,high,medium,non_anginal,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
284,elderly,fixed_defect,high,medium,asymptomatic,0.8525,low,0.4288540557963031,-0.0012161791879371634,1.7460172485847584e-10,-0.0006213941410755858,-0.00011154485498370288,4.720293453578895e-10
285,elderly,fixed_defect,high,high,typical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
286,elderly,fixed_defect,high,high,atypical_angina,0.055,low,0.4999998862927201,1.38762706787054e-10,3.453451051293603e-10,8.908848227655205e-11,-6.767124346640098e-13,-1.259944321621921e-09
287,elderly,fixed_defect,high,high,non_anginal,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
288,elderly,fixed_defect,high,high,asymptomatic,0.03,low,0.24999990726483406,1.4749179269119534e-11,1.726725275249502e-10,2.862148018386182e-11,4.944365944071621e-12,4.668138356206523e-10
289,elderly,reversible_defect,low,low,typical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
290,elderly,reversible_defect,low,low,atypical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
291,elderly,reversible_defect,low,low,non_anginal,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
292,elderly,reversible_defect,low,low,asymptomatic,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
293,elderly,reversible_defect,low,medium,typical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
294,elderly,reversible_defect,low,medium,atypical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
295,elderly,reversible_defect,low,medium,non_anginal,0.135,low,0.4339217321351693,3.7283744653426455e-11,5.509847542910681e-10,0.00014842310677072547,-2.3448877737390786e-05,-1.4609316697714227e-10
296,elderly,reversible_defect,low,medium,asymptomatic,0.2,low,0.4999999746574306,4.598537507253734e-11,6.153451655545382e-10,-9.058331202484385e-11,-4.272452899003618e-12,9.336279275897126e-10
297,elderly,reversible_defect,low,high,typical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
298,elderly,reversible_defect,low,high,atypical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
299,elderly,reversible_defect,low,high,non_anginal,0.0658,low,0.0,0.0,0.0,0.0,-0.0,0.0
300,elderly,reversible_defect,low,high,asymptomatic,0.0631,low,0.49999990847310277,2.949836344275821e-11,6.153450984579991e-10,-7.01390872478642e-11,3.0667443975224913e-11,9.336278258937618e-10
301,elderly,reversible_defect,medium,low,typical_angina,0.0047,low,-0.0,0.0,0.0,0.0,0.0,0.0
302,elderly,reversible_defect,medium,low,atypical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
303,elderly,reversible_defect,medium,low,non_anginal,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
304,elderly,reversible_defect,medium,low,asymptomatic,0.4031,low,0.35702476096662933,-0.000740385010568073,4.4374418410616625e-10,0.0005016912886769263,-8.99164536566199e-05,6.732675922655599e-10
305,elderly,reversible_defect,medium,medium,typical_angina,0.0108,low,-0.0,0.0,0.0,0.0,0.0,0.0
306,elderly,reversible_defect,medium,medium,atypical_angina,0.215,low,-0.0,0.0,0.0,0.0,0.0,0.0
307,elderly,reversible_defect,medium,medium,non_anginal,0.5163,low,0.12235663419541909,0.00017532656931996293,1.7366531762100056e-10,-1.8590199071426941e-06,3.804951745237458e-05,-4.6047218943047176e-11
308,elderly,reversible_defect,medium,medium,asymptomatic,1.5663,low,0.3901893766439286,0.0005611976519581909,4.836502383909342e-10,-4.0695386918878605e-05,-9.055409128176156e-05,7.33814743312002e-10
309,elderly,reversible_defect,medium,high,typical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
310,elderly,reversible_defect,medium,high,atypical_angina,0.0245,low,0.2499998972081077,1.474917815234865e-11,3.0767247475316987e-10,-1.2777680523938897e-11,2.3030047132435526e-12,-6.299720214578124e-10
311,elderly,reversible_defect,medium,high,non_anginal,1.0638,low,0.27326364155250293,-0.0002311968488565073,2.5508699931026415e-10,2.372052067471883e-05,-0.00022792460407421904,-6.763611423626649e-11
312,elderly,reversible_defect,medium,high,asymptomatic,1.253,low,0.49995952453978887,0.0005192732629255777,7.252309643787302e-10,-9.878572736166967e-06,0.00025127181231430687,1.1003512931016806e-09
313,elderly,reversible_defect,high,low,typical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
314,elderly,reversible_defect,high,low,atypical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
315,elderly,reversible_defect,high,low,non_anginal,0.0347,low,-0.0,0.0,0.0,0.0,0.0,0.0
316,elderly,reversible_defect,high,low,asymptomatic,0.3603,low,0.7310738976102875,-8.185561384487605e-05,9.000297634922057e-10,5.725734351755577e-05,-1.1476994409899566e-05,1.3655635370671048e-09
317,elderly,reversible_defect,high,medium,typical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
318,elderly,reversible_defect,high,medium,atypical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
319,elderly,reversible_defect,high,medium,non_anginal,0.384,low,0.24999998303183096,7.54516066145704e-11,3.076725911816703e-10,3.180604066260364e-11,-6.325443153136662e-12,-8.157914173416707e-11
320,elderly,reversible_defect,high,medium,asymptomatic,0.9077,low,0.6882758841072341,0.0005972833197654224,9.25147390223539e-10,8.009195657941417e-05,8.182625510300552e-05,1.4036730537273152e-09
321,elderly,reversible_defect,high,high,typical_angina,0.07,low,0.0,0.0,0.0,0.0,0.0,0.0
322,elderly,reversible_defect,high,high,atypical_angina,0.0,low,0.0,0.0,0.0,0.0,0.0,0.0
323,elderly,reversible_defect,high,high,non_anginal,0.6081,low,0.74999993205815,2.6831270773575763e-10,9.230177931713386e-10,1.6687849624626677e-10,1.2054363001393303e-11,-2.4473742821594694e-10
324,elderly,reversible_defect,high,high,asymptomatic,0.5707,low,0.7263518189585366,0.0002858239144786067,9.100614240928412e-10,-0.0004325793143073116,0.00022036870531660775,1.3807839940649246e-09
